feature,importance
midprice,0.26680150207338404
best_bid,0.2549510305659342
best_ask,0.22370481631754935
price,0.2133285774001333
best_ask_quantity,0.01739082119707068
best_bid_quantity,0.013845985906798263
log_return,0.006289944472268197
spread,0.0036873220668618583
