feature,coef
midprice,-1.482667857940291
spread,0.06530807199153822
spread_bps,0.053992735866001534
log_return,0.04486397098582067
abs_log_return,-0.115015432369384
best_bid_quantity,-0.2393536003748489
best_ask_quantity,0.12215634684401917
bid_ask_qty_imbalance,0.23004181126109718
ret_mean_10,0.39155521671481947
ret_std_10,0.4544961463689898
spread_mean_10,-3.8330293219156166
spread_std_10,1.876555529040845
